,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,vintage
6097,France,"This Pinot is sourced from a 61-acre estate located in the northernmost part of the Haute Vallée de l'Aude region, at 820–1,640 feet above sea level, with clay-limestone soils that are well suited to the variety. The wine is powerful and concentrated, with abundant notes of blackberries, black cherry and currant that are hit by ample doses of garrigue and baking spice. The palate is plush and velvety, with medium acidity to lift the ripe fruit tones. Notes of black tea, menthol, licorice and toasted cocoa nib ride out the lingering finish. Drink 2020–2025.",Aigle Royal,91,80.0,Languedoc-Roussillon,Haute Vallée de l'Aude,,Lauren Buzzeo,@laurbuzz,Gérard Bertrand 2015 Aigle Royal Pinot Noir (Haute Vallée de l'Aude),Pinot Noir,Gérard Bertrand,2015
6098,US,"Rusty aromas of raspberry and cranberry meet with dust, turned earth and a slightly gamy funk on the dynamic nose of this bottling from veteran vintner Rick Longoria. That feral quality extends to the palate, where chaparral herbs and peppery spices add intrigue to the wild cranberry flavors. It is well structured with lots of depth to the finish.",La Encantada Vineyard,91,50.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Longoria 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Longoria,2015
6099,US,"This engaging wine is nicely complex, not overly ripe or too full-bodied. Aromas of black tea and red cherries precede tangy rhubarb and intricate spice flavors backed by a good structure of light tannins and juicy acidity.",,91,17.0,California,Lake County,,Jim Gordon,@gordone_cellars,Writer's Block 2015 Pinot Noir (Lake County),Pinot Noir,Writer's Block,2015
6100,France,"This organic single-vineyard wine comes from the lieu-dit of Solaire, a 17-year-old plot exclusively planted to the variety. It opens with pronounced aromas of purple flowers, bay and licorice that frame the ripe black-fruit tones of plum, cherry and raspberry sauce. Rich and generous, it boasts a plush texture, structured tannins and ample acidity, with enduring notes of sweet spice, toasted oak and licorice root on the close. Drink 2019–2023.",Solaire Single Vineyard,90,30.0,Languedoc-Roussillon,Haute Vallée de l'Aude,,Lauren Buzzeo,@laurbuzz,Domaine de la Métairie d'Alon 2015 Solaire Single Vineyard Pinot Noir (Haute Vallée de l'Aude),Pinot Noir,Domaine de la Métairie d'Alon,2015
6101,US,"Marty's is a vineyard in the Green Valley possessed of Goldridge soils. This wine reflects its provenance, showing an intensity of reduced, spicy and concentrated flavor, a mix of black cherry, cola and sarsaparilla. The palate is full bodied and concentrated.",Marty's Vineyard,90,85.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,EnRoute 2015 Marty's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,EnRoute,2015
6102,US,"From a site within the producer's estate-farmed Grace Benoist Ranch, this wine is earthy in rose petal and a strong layering of cranberry and rhubarb. An underlying element of nutty almond paste adds richness to the otherwise medium-bodied effort that's tart in acidity.",Temblor Vineyard,90,85.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Etude 2015 Temblor Vineyard Pinot Noir (Carneros),Pinot Noir,Etude,2015
6103,New Zealand,"Firm and tightly wound, this Pinot needs some time in glass or decanter to show its true colors. When it does, it offers plenty of complex aromas like plums, blueberries, dark cherries, licorice, medicinal herbs and hot stones. The oak is a little apparent on the palate. Structurally everything is there: fine grained tannins, plenty of acidity and an earthy core. Drink now–2026.",Single Vineyard,90,45.0,Central Otago,,,Christina Pickard,@winewchristina,Quartz Reef 2015 Single Vineyard Pinot Noir (Central Otago),Pinot Noir,Quartz Reef,2015
6104,New Zealand,"Amisfield's Pinots can often veer towards power over elegance, but this straddles a line between both. The nose is attractive in notes of chocolate, cherry cola, and florals, while the medium-bodied palate comes with silky, savory tannins, plenty of juicy dark and red fruit and a solid, earthy core. This is approachable now with food but should also age nicely for the next five to seven years.",,90,45.0,Central Otago,,,Christina Pickard,@winewchristina,Amisfield 2015 Pinot Noir (Central Otago),Pinot Noir,Amisfield,2015
6105,US,"Stemmy and earthy, this small-production offering is etched in tart and tangy flavor, with a strong underlying influence of oak. The medium-bodied core is succulent in cranberry and rhubarb.",Hummingbird Hill,90,48.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cellars 33 2015 Hummingbird Hill Pinot Noir (Sonoma Coast),Pinot Noir,Cellars 33,2015
6106,US,"Herbal and floral, this wine offers a depth of muddled, baked strawberry and rhubarb. The fruit is wrapped around a full-bodied core of earthy underbrush that's well structured.",,90,48.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Sleeping Giant 2015 Pinot Noir (Carneros),Pinot Noir,Sleeping Giant,2015
6107,Canada,"This is an elegant style, accentuating its tart apple and berry fruit with delicate impressions of stems, wood and a touch of maple syrup. The wine is drinking at or near its peak, so enjoy over the next year or two.",Lakefront Series,89,16.0,Ontario,Niagara Peninsula,,Paul Gregutt,@paulgwine ,Konzelmann 2015 Lakefront Series Pinot Noir (Niagara Peninsula),Pinot Noir,Konzelmann,2015
6108,France,"Enticing aromas of fresh mint, violet and bramble add depth and interest to the core of wild raspberry, strawberry and cherry tones in this wine. Medium-plus in weight, it's surprisingly full and rich for a Pinot, though well-balanced by ample acidity and just enough tannic structure to support the fleshy fruit flavors. Hints of cocoa and bark unfold on the close.",Le Village,89,19.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Domaine de la Métairie d'Alon 2015 Le Village Pinot Noir (Pays d'Oc),Pinot Noir,Domaine de la Métairie d'Alon,2015
6109,US,"This wine is well-made while subdued on the nose, opening slowly to reveal forested spicy notes of cardamom and nutmeg. Full bodied and ripe, it offers inherent tension and bold flavor—a mix of dark cherry and vanilla.",Jane's Vineyard,89,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Bynum 2015 Jane's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Bynum,2015
6110,France,"Bittersweet chocolate, licorice and cocoa tones frame the ripe boysenberry and raspberry fruit on the nose and mouth of this wine. Medium in weight, it offers fine tannins to lend a subtle structure to the palate, and ample acidity to keep the mouthfeel fresh. Hints of black tea and baking spice linger softly on the finish.",Maison Vialade Family Selection Grande Réserve Pinot,88,13.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Les Domaines Auriol Claude Vialade 2015 Maison Vialade Family Selection Grande Réserve Pinot Pinot Noir (Pays d'Oc),Pinot Noir,Les Domaines Auriol Claude Vialade,2015
6111,Canada,"A bit stiff and tannic at first, this touches on rusticity but maintains its footing and fills the palate with black fruits, graphite, coffee grounds and lightly grainy tannins. It's textural, full-bodied and downright interesting. Drink up over the next couple of years.",,88,17.0,Ontario,Niagara River,,Paul Gregutt,@paulgwine ,Reif Estate 2015 Pinot Noir (Niagara River),Pinot Noir,Reif Estate,2015
6112,US,"The exploration of underripe tones must have some limit, and Ernst Storm pushes that line in this bottling, which starts with pickled tomato, brined olives, vinegar-soaked peppercorns, under-ripe boysenberry and dust on the nose. The pickled aspect carries to the palate, where the tomato-like acidity is fascinating, and yet may prove a bit too weird for the mainstream.",Presqu'ile Vineyard,88,55.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Storm 2015 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Storm,2015
6113,US,"Crushed gravel, tight cranberry and lots of turned earth show on the nose of this appellation blend. The flavors are relatively light on the palate, with tart cranberry and white pepper riding waves of acidic energy.",,88,36.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Mignanelli 2015 Pinot Noir (Santa Cruz Mountains),Pinot Noir,Mignanelli,2015
6114,US,"This is a larger production wine that's well-made and in an affordable price point, offering a big full-bodied presence marked by earthy mint, black tea and black cherry. It finishes in toasty oak.",,88,26.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Robert Mondavi 2015 Pinot Noir (Carneros),Pinot Noir,Robert Mondavi,2015
6115,US,"Deep red cherry, sharp cinnamon spice, crushed gravel and wet cement show on the nose of this clonal selection. The palate shows red plums and star anise, proving tangy and tart.",Pommard 4/777,88,35.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2015 Pommard 4/777 Pinot Noir (Monterey),Pinot Noir,Wrath,2015
6116,US,"Crushed slate, black raspberry and eucalyptus show on the nose of this bottling from the winery's estate vineyard. The palate is tart and lighter bodied, with baked earth, loam and cranberry flavors riding an acid-driven frame.",San Saba Vineyard,88,49.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2015 San Saba Vineyard Pinot Noir (Monterey),Pinot Noir,Wrath,2015
6117,New Zealand,"There's a lot to love about this Pinot's aromatics, with notes of florals, meat, roasted peppers, chocolate covered cherries and whole peppercorns. The palate, however, is less in tune, for the moment at least. Light to medium-bodied, the oak is prominent, very nearly drowning out the juicy fruit, and the acidity is almost biting. The tannins, though, are silky and well-structured. Drink 2019–2025.",,87,24.0,Central Otago,,,Christina Pickard,@winewchristina,Mohua 2015 Pinot Noir (Central Otago),Pinot Noir,Mohua,2015
6118,US,"Extremely dark and dense in the glass, this is a cleanly made and flavorful wine, it's just so ripe and extracted that many won't recognize it as Pinot Noir. Stewed berry, black plum pudding and campfire smoke aromas lead into a palate full of tangy boysenberry syrup and baked licorice.",,87,34.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Volatus 2015 Pinot Noir (Adelaida District),Pinot Noir,Volatus,2015
6119,France,"Sweet oak-kissed cherry and raspberry tones are front and center on the nose of this lush, ripe wine, with hints of sage and balsamic dancing in the background. The palate boasts a pleasant tannic grip, with a texture like crushed velvet. Flavors of dense black fruit transition into hints of licorice and tea on the medium-length finish. Drink now.",Les Enfants Terribles,87,9.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Jean-Luc Aegerter 2015 Les Enfants Terribles Pinot Noir (Pays d'Oc),Pinot Noir,Jean-Luc Aegerter,2015
6120,New Zealand,"This is a solid if rather unexciting example of Otago Pinot, with notes of dark cherry and black current combined with savory, oaky characters of olive, cedar, vanilla and a hint of smoke. The oak is more apparent on the palate and is on the bitter side, although there's also plenty of cherry cola and dark chocolate flavors. Texturally it's a little thin, with grippy tannins and a good lick of acidity.",,86,18.0,Central Otago,,,Christina Pickard,@winewchristina,Mud House 2015 Pinot Noir (Central Otago),Pinot Noir,Mud House,2015
6121,France,"Herbal, foresty tones set the stage for red cherry, strawberry and rhubarb aromas on the nose of this earthy wine. Fresh and light on its feet, it offers soft tannins to frame the ripe red-fruit flavors. Clean, juicy and approachable, enjoy this now.",Solas,86,15.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Laurent Miquel 2015 Solas Pinot Noir (Pays d'Oc),Pinot Noir,Laurent Miquel,2015
6122,South Africa,"Winemaker: Charles Hopkins. There are some meaty, gamy hints in the nose of this wine, partnered with tones of green peppercorn, red currant and cherry. It's tart and salty on the palate, with bright, almost spritzy acidity, though gripping tannins soon takeover and carry through the close.",Cape Winemakers Guild Op Die Berg,88,,Ceres Plateau,,,Lauren Buzzeo,@laurbuzz,De Grendel 2015 Cape Winemakers Guild Op Die Berg Pinot Noir (Ceres Plateau),Pinot Noir,De Grendel,2015
6123,US,"Cherry, strawberry and baking spices combine in this medium-bodied wine that offers texture and soft, supple layers of refreshing acidity.",,88,25.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Pacific Heights Wines 2015 Pinot Noir (Sonoma Coast),Pinot Noir,Pacific Heights Wines,2015
6124,US,"This very underripe expression of Pinot Noir will win hardcore fans of that style. Tart raspberry meets with green peppercorns, underbrush and Kalamata olives on the nose. The palate is also full of olives, from Kalamata to green, with damp sagebrush, forest floor and more green-peppercorn flavors.",Lester Family Vineyards,88,55.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Waxwing 2015 Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),Pinot Noir,Waxwing,2015
6125,US,"Wild cherry and sagebrush show on the nose of this fairly restrained bottling that doesn't rely on any new oak. Thyme and pepper spice show on the sip against a well-woven black-cherry frame. The acidity is balanced and the texture is soft, but the complexity is low.",Ex Anima,88,29.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2015 Ex Anima Pinot Noir (Monterey),Pinot Noir,Wrath,2015
6126,US,"Boysenberry, dried rose petals, lilac and lavender show on the nose of this iconic winery's affordable bottling. Pencil shavings show on the sip, where the dark purple and boysenberry fruits are cut by deft acidity.",,87,19.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara Winery 2015 Pinot Noir (Santa Barbara County),Pinot Noir,Santa Barbara Winery,2015
6127,US,"An earthy, leathery aroma and flavor dominate this light-bodied, smooth-textured wine. It brings on modest plum, tea and forest-floor flavors to broaden its appeal on the palate.",Trois Filles,87,44.0,California,Marin County,North Coast,Jim Gordon,@gordone_cellars,Pey-Marin 2015 Trois Filles Pinot Noir (Marin County),Pinot Noir,Pey-Marin,2015
6128,US,"A bit reserved on the nose at first, this stylishly labeled bottling offers aromas of bright red fruit, crushed graphite and light fennel. Flavors are a bit simple though completely pleasant, with sagebrush spicing up the darker cranberry fruit.",Lake Shore,87,26.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,City Winery Chicago 2015 Lake Shore Pinot Noir (Central Coast),Pinot Noir,City Winery Chicago,2015
6129,US,"Bright, simple and moderate in acidity and body, with a wealth of ripeness, this wine offers a strong sensibility of smoked cherry and cola flavor, finished in oaky vanilla.",Bluffs,87,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Pali 2015 Bluffs Pinot Noir (Russian River Valley),Pinot Noir,Pali,2015
6130,US,"Very fruity and rather soft in texture, this wine has a sense of sweetness from the buttery, grape aromas to the ripe, almost jammy flavors and gentle finish.",,86,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Prophecy 2015 Pinot Noir (California),Pinot Noir,Prophecy,2015
6131,US,"A buttery, plummy aroma, and flavors like cherry cobbler make this medium-bodied, dry wine attractive to sip. A rather firm texture keeps it appetizing.",,86,18.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,B.R. Cohn 2015 Pinot Noir (North Coast),Pinot Noir,B.R. Cohn,2015
6132,US,"This art-forward, canned-wine project hits a bit of a freshness wall here. The wine is quite light in the glass yet full of dried and tired red-cherry-syrup aromas and an odd cola spice. The palate is somewhat viscous without being sweet, showing concentrated red-cherry flavors and clove spice.",Mission Ranch Vineyard,85,25.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Nomadica 2015 Mission Ranch Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Nomadica,2015
6133,US,"This medium-bodied wine has ripe plum and cherry-candy aromas. Equally fruity flavors are accented by some oak spice, with pretty good balance from mild tannins and acidity.",Reserve,85,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Red Rock 2015 Reserve Pinot Noir (California),Pinot Noir,Red Rock,2015
6134,US,"This winery always manages to pack in rich fruit and hearty spice. This bottling shows bay leaf, anise, pine needle and black tea aromas that accent a core of plum. That hearty dark fruit carries through to the palate as well, but warms up with earthy soil, licorice and minty fudge flavors. A luscious, lingering mouthful.",San Benito County,94,39.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Williams Selyem 2015 San Benito County Pinot Noir (Central Coast),Pinot Noir,Williams Selyem,2015
6135,US,"Cody Wright sources his fruit from an A-list of Willamette Valley vineyards, and Shea is right at the top. Cloaked in a milk chocolate shell, this sophisticated wine melds blackberry fruit with flavor-extending streaks of cola and caramel. In scent and finish, there is a slight intriguing hint of pine sap.",Shea Vineyard,93,50.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Purple Hands 2015 Shea Vineyard Pinot Noir,Pinot Noir,Purple Hands,2015
6136,US,"Smooth as silk and soft as butter, this glides across the palate in a smoky, sexy and seductive manner. Butter and berry, black cherry and a finishing flourish of chocolate nibs, capped with espresso, give this a complete start-to-finish set of flavors. Drink now and over the next decade.",,93,48.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Divio 2015 Pinot Noir (Ribbon Ridge),Pinot Noir,Domaine Divio,2015
6137,US,"An outstanding vintage for this cuvée, this sports a concentrated mix of plum and cherry fruit, matched to perfectly proportioned acids. Tannins are supportive and yet subtle, and this easily passes the two-day test, drinking beautifully a full 24 hours after first being opened and tasted.",Holstein Vineyard,93,50.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2015 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,2015
6138,US,"Juicy, tart and crisp with acidity, this is a standout vineyard designate with a bold, velvety texture. Blue fruit-driven, it's full-bodied and fleshy in all the best ways, with a plush finish that teases with cardamom and tea.",Barbieri Vineyard,93,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Siduri 2015 Barbieri Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Siduri,2015
6139,US,"One of the better wines on the market in the $30 range, this bottling from winemaker Aaron Walker shows beet, rhubarb, raspberry and dried mint aromas. The flavorful red fruit on the palate is lively and boisterous, its acidity and peppery spice combining for a very memorable sipping experience.",Summit,92,31.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Pali 2015 Summit Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali,2015
6140,US,"Ripe pomegranate and candied raspberry aromas meet with potpourri and cinnamon touches on the nose of this bottling from the Franscioni family. The palate is very approachable, with raspberry sorbet flavor and a graphite edge, providing both the richness that the appellation is known for and smart restraint.",Sierra Mar Vineyard,92,54.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Roar 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar,2015
6141,US,"Hibiscus, rose petal and sour cranberry kick off the nose of this bottling, but its most compelling aroma is the stark and ethereal minerality, recalling iron and crushed gravel. Strawberry fruit pops on the palate, as does ripe cranberry, but that earthy soil and crushed rock quality rises to the top again.",Illicit,92,52.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Hoi Polloi 2015 Illicit Pinot Noir (Santa Maria Valley),Pinot Noir,Hoi Polloi,2015
6142,US,"This wine is sourced from Griffin's Lair, Sun Chase Vineyard and Terra de Promissio—three sites cooled by the coast. Candied and perfumed with robust oak and pine, it shows dark red fruit and supportive tannin, with a richness that remains balanced and fresh.",,92,46.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Lombardi 2015 Pinot Noir (Sonoma Coast),Pinot Noir,Lombardi,2015
6143,US,"This vineyard is really coming into maturity, and it shows in the firm, polished and dense flavors. Black cherry and savory herb components meld nicely, with streaks of minerally earth. Some skin contact is apparent in the tannins, which will benefit from a bit more bottle age.",Stoller Vineyard,92,50.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2015 Stoller Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,2015
6144,US,"Outgoing and easy to like, this brings tart and juicy raspberry and pomegranate fruit front and center. Details pile on: hibiscus tea and rosewater in particular. It's stylish through and through, with a long clean finish.",,92,42.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Big Table Farm 2015 Pinot Noir (Willamette Valley),Pinot Noir,Big Table Farm,2015
6145,US,"Charred wood and myrrh hints meld with hibiscus, rosehip, tea leaf and tangy plum skin scents on the nose of this delicate but layered bottling from Doug Margerum. The palate boasts vibrant energy, which cuts through soft raspberry and graphite flavors. That vibrancy will last a long time. Drink 2018–2035.",,92,68.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Barden 2015 Pinot Noir (Sta. Rita Hills),Pinot Noir,Barden,2015
6146,US,"Incredibly suave dark strawberry and cherry aromas meld with chocolate and dusty earth notes on the nose of this bottling from one of the appellation's largest vineyards. The palate is more tightly wound, offering dried thyme, bay leaf and peppercorn instead of opulent fruit.",Brosseau Vineyard,92,60.0,California,Chalone,Central Coast,Matt Kettmann,@mattkettmann,Fulcrum 2015 Brosseau Vineyard Pinot Noir (Chalone),Pinot Noir,Fulcrum,2015
6147,US,"This small-production wine from two spectacular sites in the Petaluma Gap is robustly earthy and spicy, showing compost and blue fruit flavor. Broadly structured, it expands on the palate, its finish dotted with black tea and clove.",,92,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Guarachi Family 2015 Pinot Noir (Sonoma Coast),Pinot Noir,Guarachi Family,2015
6148,Australia,"The 2015 vintage in Mornington yielded dark concentrated wines. This one is atypically (for the estate) full bodied and bold as a result, with plum and black-cherry fruit and hints of mint, sage and bay leaf. Long and a bit drying on the finish, it needs a couple of years to come into balance. Drink 2020–2030.",Estate,92,56.0,Victoria,Mornington Peninsula,,Joe Czerwinski,,Kooyong 2015 Estate Pinot Noir (Mornington Peninsula),Pinot Noir,Kooyong,2015
6149,US,"A steely mix of raspberries and cherries frames the core fruit with tart citrus. There's a hint of gunmetal, along with tight well-ripened tannins. Solid winemaking all around.",Freedom Hill Vineyard,91,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2015 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands,2015
6150,US,"When first opened, this seemed a bit shallow, but it blossomed with breathing time into a lovely brambly berry-soaked wine with a full-bodied palate. Streaks of cola and molasses come up also, lengthening the finish and adding texture and detail.",Kropf Vineyard,91,50.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2015 Kropf Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,2015
6151,US,"Cherry spice and earthy compost meet in this well-made, full-bodied wine from a warm vintage. Despite its density and concentration, it's freshened by bright acidity and a streak of cinnamon cola that lasts into the finish.",Estate Grown,91,65.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2015 Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Rochioli,2015
6152,US,"From a north-facing, late-ripening section of the estate planted to 100% Pommard clone, this brings a juicy mix of spicy berry and cherry fruit. There's a suggestion of chocolate malt as well, and a mineral touch in the underlying acidity. Among the winery's sensational 2015 releases, this might be the lightest.",North Block,91,66.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2015 North Block Pinot Noir (Willamette Valley),Pinot Noir,Shea,2015
6153,US,"This wine leads with roasted cashew scents and follows with tart raspberry and cherry fruit and a light dusting of cocoa. Although aged 10 months in 20% new French oak, it emphasizes minerality and minimizes the influence of the barrels.",Crawford Beck Vineyard,91,48.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Winderlea 2015 Crawford Beck Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Winderlea,2015
6154,US,"This aromatic wine is the ripest of the winery's fine lineup of 2015 Pinots, with a sweet, soft, round and smooth entry. Its pretty strawberry and cherry fruit is swathed in mocha, proving supple and immediately appealing. The still slightly stiff tannins suggest further improvement awaits over the next five years.",,91,48.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Big Table Farm 2015 Pinot Noir,Pinot Noir,Big Table Farm,2015
6155,US,"An excellent vintage of this east-facing block-sourced wine, it seems to have ripened gracefully. It's flavorful and concentrated, with raspberry and cherry fruit. There's a hint of chicken stock on both the nose and palate and firm, astringent tannins that balance out the finish.",Jessie Vineyard,91,65.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Cristom 2015 Jessie Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Cristom,2015
6156,France,"Although not a premier cru, this village wine has plenty of the firm tannins and sense of structure that give Pommard its reputation. The wood aging shows through in spice and toast while the wine has plenty of black-cherry fruit and acidity to allow it to age well. Drink this wine from 2020.",Les Vignots,91,45.0,Burgundy,Pommard,,Roger Voss,@vossroger,Domaine Changarnier 2015 Les Vignots  (Pommard),Pinot Noir,Domaine Changarnier,2015
6157,France,"This rich wine has beautifully integrated tannins and ripe fruit. With a generous character and succulent fruit over a base of firm tannins, it has excellent potential. Its tannins need to soften more for the wine to be ready to drink, so wait until 2023.",Aux Champs Perdrix Premier Cru,91,70.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2015 Aux Champs Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Chevillon-Chezeaux,2015
6158,France,"This wine is lean and initially austere. With dominant tannins and great concentration, it is firm but has the fruit weight to match with the extracted texture, so the wine will age well. It needs time for that structure to soften. Drink from 2025.",Les Borniques Premier Cru,91,130.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Roux Père et Fils 2015 Les Borniques Premier Cru  (Chambolle-Musigny),Pinot Noir,Roux Père et Fils,2015
6159,US,This wine's compact black cherry fruit carries some stemmy hints due to the inclusion of 30% whole clusters. It has substantial grip and is hard and tight at this young stage. Give it ample breathing and/or some extra years of bottle age.,La Chouette,91,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,William Rose 2015 La Chouette Pinot Noir (Willamette Valley),Pinot Noir,William Rose,2015
6160,US,"Maybe it's the fir tree branch and cone on the label, but there seems to be a hint of pine needle in this wine's aroma. That scent sneaks into its rhubarb and black cherry flavors, along with a touch of root beer and beet root. Those components may sound disparate, but they blend nicely, with a pleasantly chocolaty finish. Give it a couple more years of bottle age for optimal drinking.",Wirtz Vineyard,91,48.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Big Table Farm 2015 Wirtz Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Big Table Farm,2015
6161,France,"This is a structured, firm wine with a dry core of tannins, which bodes well for the future as the rich fruit comes slowly through the structure. It has weight and juicy potential. The wine comes from a walled vineyard wholly owned by the producer. Drink from 2021.",Clos de la Perrière Premier Cru,90,76.0,Burgundy,Fixin,,Roger Voss,@vossroger,Albert Bichot 2015 Clos de la Perrière Premier Cru  (Fixin),Pinot Noir,Albert Bichot,2015
6162,US,"The second vintage of this Dundee Hills-grown cuvée from winemaker Dominique Mahé is sharp and spicy on entry. That sharpness yields to tart cranberry, raspberry and cherry pie flavors, with streaks of stem and herb. Native yeast fermentation seems to have contributed extra texture. Tuck this away for another year or two before drinking.",L'Altra Linea Furioso,90,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Furioso 2015 L'Altra Linea Furioso Pinot Noir (Willamette Valley),Pinot Noir,Furioso,2015
6163,US,"Part of a new reserve-level series from Goodfellow, this was made from 100% Durant Vineyard fruit, half fermented using whole clusters. It shows more fruit flavor than the winery's other 2015s, offering plum and cherry notes supported by refreshing acids. Orange peel, pink grapefruit and Meyer lemon accents keep the palate lively.",Heritage No. 5,90,70.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Goodfellow 2015 Heritage No. 5 Pinot Noir (Dundee Hills),Pinot Noir,Goodfellow,2015
6164,France,"This is a ripe wine with good structure as well as generous fruit. It has acidity, tannins and a smoky aftertaste while emphasizing the rounded red fruits that will make it delicious in a few years. It comes from vines on the flat lands stretching out into the Saône Valley. Drink from 2019.",,90,60.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2015  Gevrey-Chambertin,Pinot Noir,Louis Jadot,2015
6165,Australia,"This is an attractive Pinot, bright in cherry and strawberry fruit, with vanilla and a hint of orange tang on the nose. The flavors are more in the dried red fruit and leaves spectrum but there's lightness and bounce to keep things ever so gulpable.",,90,20.0,Victoria,Yarra Valley,,Christina Pickard,@winewchristina,Robert Oatley 2015 Pinot Noir (Yarra Valley),Pinot Noir,Robert Oatley,2015
